person_id,when_think_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:2455216,As a child,0.87,3,0.7952117110100922
US:179045805,All my life,0.68,3,-0.4169399512184029
US:138730635,When I first registered to vote,0.57,6,-0.9672537096141093
US:336818,When I realized I'm liberal in my thinking,0.23,9,-4.118889970087143
US:145637671,Always,0.23,1,-4.413427954033356
US:106131161,1970,0.28,2,-3.14481343197934
US:2393122,"When I realized the true international money powers that were behind WWI, the Bolsheviks, and most revolutions, and that those same people started WWII and told nothing but lies about the war ever since. They still control our media, entertainment, and politics to this day, including deep funds going to both Democrats and Republicans. It's all a sham and needs to be torn down and rebuilt, with the first step being ending the Federal Reserve and dual citizenship.",0.24,91,-3.9763779060257662
US:134180219,Maybe 10 years ago,0.49,5,-1.4259852377341016
US:31499284,that what i was,0.23,4,-4.198388063345409
US:37598047,Not exactly sure but the shift began in 2016 when the Dems butchered Bernie (and cemented the party as belonging to oligarchs).,0.22,29,-5.375000386816957
US:40385430,As a teen,0.52,3,-1.2400648422544351
US:43892740,In 1972+when I was in the service.,0.25,12,-3.6752594631659736
US:142393351,as a teenager,0.33,3,-2.588816229249018
US:967127,Since I came to this country,0.6,6,-0.82947138041647
US:22466450,i always have,0.29,3,-3.1015925555667647
US:1867554,2008,0.38,2,-2.135997334621634
US:29200696,Never really thought about it,0.52,5,-1.2638590856118503
US:40441184,I have held conservative beliefs all my life.,0.37,9,-2.2215986783790806
US:147917421,15 years old,0.37,3,-2.2407782780017826
US:146445,age 10,0.23,3,-4.144443351415633
US:203231,very young,0.25,2,-6.463423815761456
US:187023013,2004,0.35,2,-2.4061705586301803
US:194343195,Junior High School,0.42,3,-1.8511633072458984
US:29910978,1980,0.3,2,-2.97577091420927
US:4575809,1980,0.3,2,-2.97577091420927
US:154608789,Probably the first time I voted in a state or federal election. The democratic candidate(s) were better than the republican candidates,0.33,24,-2.618439635607821
US:29075944,"In college, 40 years ago",0.39,7,-2.1022265892868828
US:1485026,During the Carter administration,0.26,4,-3.459990159945207
US:2465772,1960,0.28,2,-3.17807639983699
US:27584691,When Trump went for reelection,0.26,5,-3.5379080207492164
US:181600783,since childhood,0.25,2,-6.3449112210596
US:2263109,When Democrats let anyone in the border. Gave illegals monet and let the people in USA suffer disasters with no help. The whole gender and woke craziness. With Trans Iin women's sports. God made man and women. Democrats went crazy as that's just the tip of the ice berg so to speaj.,0.37,65,-7.942589534462448
US:134706547,When I moved to the US and was naturalized,0.39,10,-2.0827026099819994
US:25458620,I first thought of myself as a Democrat when I was 16 (in 2016) and hearing about the elections while being unable to vote.,0.55,30,-1.1069862596372622
US:3955022,When W Bush became president,0.22,5,-4.502787803433461
US:169952135,All my life,0.68,3,-0.4169399512184029
US:1341357,when I was in my 20s,0.72,8,-0.1879018387332215
US:3385181,When I turned 18 years of age and registered to vote.,0.36,13,-2.3090449463830693
US:192411359,Probably when I was first registered to vote. I guess around 18 years old.,0.34,17,-2.554217650358241
US:25969114,In my youth,0.59,3,-0.8881958323192035
US:138631459,I have always been one.,0.43,6,-1.797607807215749
US:32533879,"Around 2017. I always voted for Democrats, but when the Republicans gained the White House, it became more important to stop what they were trying to do.",0.32,33,-2.701275952591056
US:4171678,It's all about favors and money,0.36,7,-2.3055724781837803
US:189279421,When I went into the military,0.56,6,-1.0488571773527104
US:42794516,2016,0.36,2,-2.358311613479094
US:768947,A long long time ago.,0.49,6,-1.4355128696754667
US:1254763,na,0.29,1,-7.070316797465924
US:31627267,Most of my life,0.59,4,-0.8622225473167857
US:150670265,During Trump's first 100 days back in office,0.28,10,-3.166596744039302
US:206532327,Non omnis quo ut vol,0.7,6,-9.873302281107255
US:185028079,When I was in high school and President Reagan was in office.,0.4,13,-2.0053452853709386
US:36726064,Since 1970,0.49,4,-1.4011320537931249
US:204816343,To be free in a free country,0.6,7,-0.8445525772797293
US:115246057,Long Time ago,0.29,3,-3.072893848987048
US:157721637,,,0,
US:46347610,Since 2016,0.63,4,-0.6788285969304305
US:232027,Interesting,0.3,1,-2.9093407860930878
US:124190425,When Trump was president the first time.,0.33,8,-2.644694607005336
US:1558918,When I first started to vote at 18 years old. Ronald Reagan was president and doing a great job.,0.27,22,-3.3385911595390088
US:37601036,at the age of 18,0.72,6,-0.1812423034752082
US:2165515,Many years ago,0.55,3,-1.062648111286573
US:39402162,Always.,0.22,2,-4.808432429378049
US:3369656,"When the Republican Party surrendered control to the Tea Party, MAGA and Trump.",0.26,16,-3.427986698793098
US:29003494,not sure,0.24,2,-4.0409995562355
US:187086291,Not sure,0.38,2,-2.1874984942408053
US:1999302,When I was a teenager.,0.48,6,-1.467048543840499
US:28822265,When the Democrat party went off the rails and no longer spoke for someone like me.,0.29,17,-3.051272452754286
US:703898,When Trump was first elected,0.61,5,-0.7643563300210654
US:682912,1970's,0.33,3,-2.639264870815701
US:183793159,2008,0.38,2,-2.135997334621634
US:175501855,Always,0.23,1,-4.413427954033356
US:29881831,in high school,0.32,3,-2.739572340768784
US:184067819,Highschool / first looking into things.,0.28,8,-6.917540347673082
US:31237813,Not sure,0.38,2,-2.1874984942408053
US:192021355,As a child.,0.4,4,-2.0121884657949463
US:189409729,1968,0.24,2,-3.9177846743557936
US:180744341,Years ago Dad was a union member GOP hate unions,0.68,10,-9.764466819244962
US:264246,"I used to identify as ""Democrat"" but have taken on the label of ""Independent"" since 2000. So therefore 2000.",0.33,30,-2.5876562428431096
US:24328153,When I saw what the democrats were doing to keep us involved in the vietnam war.,0.27,19,-3.2900014408387763
US:1931833,At 18,0.51,3,-1.3283498709634678
US:178161507,"When I took a look at the causes they support. For example, most of their policies go according to the word of God.",0.25,26,-3.722600703604942
US:43164271,high school,0.24,2,-4.061424006995001
US:45115466,"Many years ago, in my 20s. I am 64 now.",0.46,16,-1.6037396780776076
US:33635296,When I was in my early 30's,0.75,9,0.010318408990152348
US:41908088,After Ronald Regan,0.23,4,-4.161367011840096
US:134000315,Pledged allegiance to the USA not political parties or wannabe dictators traitors.,0.22,17,-4.753639778095227
US:2280343,"Had voted for Bill Clinton, then he lied to Congress. But Newt Gingrich and Repubicans were no better.",0.24,24,-3.924779147105424
US:188424457,Always have it was how I was raised.,0.34,9,-2.503284410101539
US:106543723,2020,0.51,2,-1.3343852379519276
US:193629341,1969,0.25,2,-3.639643283865915
US:190634637,When I was a teenager growing up gay in rural Ohio and the Republicans were trying to ban gay marriage.,0.31,21,-2.7928956844062105
US:26284748,as a kid,0.39,3,-2.123589513789688
US:172027119,Adult,0.26,1,-3.4751340944796367
US:129537671,Since Regan,0.22,3,-5.295481629024494
US:142486505,As a child,0.87,3,0.7952117110100922
US:837056,Around 2018,0.48,4,-1.4813910451771788
US:3214547,2016,0.36,2,-2.358311613479094
US:101112849,When tRump was elect,0.31,6,-2.8356292851930056
US:4576585,when Obama ran,0.23,3,-5.715045439638687
US:159727159,Early,0.3,1,-2.881168356298147
US:27277690,huh?,0.4,3,-2.022219039987688
US:41284403,In the election of 1980 when I was a college student.,0.34,14,-2.4702190769489882
US:30190846,not sure,0.24,2,-4.0409995562355
