person_id,when_decided_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:41512244,Don't agree with Republicans ideas of how to treat people,0.25,11,-3.6294590431849634
US:175230835,"Back in 1976, I voted for Jimmy Carter for President. Ever since then, the Democrat party has been shifting more left each year, accelerating as it goes. I have been voting Republican since 1980.",0.6,44,-0.8215841169136889
US:2727107,2016,0.36,2,-2.358311613479094
US:170604849,50 years ago,0.45,3,-1.6682725557946527
US:1244646,Last year beforeBiden stepped down,0.22,7,-5.547266399009759
US:2968047,I just decided on my own.,0.39,7,-2.060473217132316
US:124059747,probably as a teenager,0.23,4,-4.226915108572203
US:1122219,I've identified as a moderate for as long as I can remember.,0.59,14,-0.8733432424753127
US:39737022,2016,0.36,2,-2.358311613479094
US:33688478,"Always have been, but prefer to think of myself as not a member even if I have been.",0.39,20,-2.085915047859098
US:43908780,At the age of 18 years old,0.76,8,0.04577116792773456
US:672969,When the Democrats turn so rapidly and so far left that they simply left the moderate people in this nation,0.24,20,-3.9250470200922325
US:39890854,Many years ago,0.55,3,-1.062648111286573
US:1829038,Since elementary school. The election that Barry Goldwater lost was the first time I recall having a political ppinion,0.22,22,-5.062580724848914
US:40593308,5 years ago,0.55,3,-1.1103940516068813
US:117540281,because i am not labeled one way nor another both sides to rigid,0.32,13,-7.425518515188205
US:4017738,years ago,0.23,2,-5.950614861191519
US:2062755,"In 1976 when Jimmy Carter wreaked havoc with our economy. Gas lines, taxes, shortages. Moron.",0.22,24,-5.067604051674979
US:41002666,Bill Clinton's term,0.32,4,-2.753577523317087
US:191299665,When I was 8 years old,0.88,7,0.8225055324946319
US:203671095,2000,0.48,2,-1.514072093272649
US:4251715,it is what my family was,0.25,6,-3.7929577460980965
US:40164018,Ill admit i wasn't very old but i decided when jfk was president,0.35,15,-7.7662743402408285
US:185927833,Years ago no reason behind my decision,0.23,7,-5.933700685451267
US:3766998,When I was 18 years old,0.86,7,0.7293953564441363
US:30135935,"Years ago, after first Trump election",0.22,7,-5.678313297983691
US:2158829,"Back in 1992, when I considered that the Republican and Democrats care more about winning than governimg",0.23,21,-4.198181260708556
US:182546603,When I saw how against people the Republicans were!,0.22,10,-5.525514477586323
US:4571606,I really don't have to explain myself why I choose REPUBLICANS,0.25,14,-3.7217313179331124
US:447454,I don't like Republican policies,0.29,6,-3.001013559820915
US:26300713,When I first registered to vote - approx. 50 years ago.,0.24,14,-3.86983904384402
US:3865936,When I was a teenager,0.84,5,0.55339031161624
US:40658695,after obama,0.22,3,-5.7032673045290645
US:4254501,"When both parties say one thing and do another, don’t keep their word",0.3,15,-2.92849145601429
US:135222359,Not to fond of most politicians,0.23,6,-4.445488874927989
US:160486719,I own my business so I want to make as much money as possible.,0.51,15,-1.3289770406944295
US:116486495,A long time ago.,0.55,5,-1.0741916192089902
US:185161887,When I was young I decided that I wanted to be a Democrat,0.55,13,-1.1049912682795657
US:185230669,The first time I became a Democrat was in the '80's when Reaganomics put the US in a recession.,0.6,23,-0.8128003372237743
US:36693578,When I first registered to vote when I was 18. All of my family were Republicans and there were only 1-2 families in our neighborhood that were not.,0.36,34,-2.3734068897371308
US:100936619,"Democrats lie and do not listen to their constituents! And, they stay if Congress way too long. They lie all the time and they have no respect to WE THE PEOPLE!!",0.22,35,-4.559098310648022
US:173782745,Neither party gets it 100%. There are policies on the left that appeal to me and policies on the right that appeal. It’s the people who the parties pick.,0.31,34,-2.8431687248327733
US:696892,I was probably about 17 when I decided that I thought more like a Republican.,0.39,17,-2.109620290353488
US:4365895,The first year I was able to vote,0.7,8,-0.3088849753991159
US:152207433,18 years old,0.37,3,-2.2584985159569984
US:159896935,From my early 20s and on. I vote based on what the individual politician has done and what they have accomplished that is in line with my views.,0.37,32,-2.2741622069167735
US:1372239,1985,0.26,2,-3.528788636795621
US:1963517,early 2000s,0.48,5,-1.459998971966175
US:186501179,2015,0.34,2,-2.4943954741318355
US:151577065,many years ago,0.32,3,-2.7300206183132127
US:42501285,1980s,0.53,3,-1.2153106483540557
US:29681999,When I was very young. I hated GW Bush,0.22,10,-4.849814456567019
US:159061105,During the Jimmy Carter president I voted for him it was a mistake,0.23,13,-4.18656856459853
US:43575707,In high school,0.54,3,-1.1714445006639997
US:181421481,Probably all the back when I first voted.,0.23,9,-4.362810292289499
US:2380616,You have a BUG!!!! When did you first decide you are closer to neither the $wording_democratic_nor_republican Party? Sometime between 30 and 20 years ago.,0.28,39,-6.932688537065976
US:180937753,The beginning,0.69,2,-0.348969695130081
US:24481308,1965,0.24,2,-3.9507969624971935
US:2122985,Idk. When I turned 18 and started voting,0.38,11,-2.1361922709679635
US:183755089,When I really started to think about what I truly believed and thought about people and our differences and our economic classes and our freedoms and our right to choose according to the constitution,0.3,34,-2.927780837893072
US:201045921,"Before I was old enough to vote my high school held primaries for student government. I always read the ""League of Women's Voters"" pamphlet and understood the difference between the parties. Democrats stood for the people.",0.31,43,-2.8291509266133956
US:2622366,4 years ago.,0.4,4,-1.9824484417835786
US:1241082,Several years ago,0.58,3,-0.9418871400750328
US:32394,When I was in junior high school,0.77,7,0.11752815861862143
US:905869,After serving in the Military,0.42,5,-1.8510203940724665
US:24863746,10 years ago,0.54,3,-1.14254642896531
US:4716731,When I was 8 years old.,0.52,8,-1.236748768125816
US:3237511,When I could vote,0.23,4,-4.086409486915235
US:27223709,"Only after I saw the repubs were all crooks, before Nixon showed the world.",0.23,18,-5.9246892322477835
US:181293401,When my brain stated working. Democrats are just weird Don't even know what a women is. Wow,0.24,20,-6.226767508780206
US:2995614,when I was a young man,0.61,6,-0.765731035010397
US:148353873,I've always been a Democrat,0.63,6,-0.6672551580534986
US:103016201,Around high school,0.24,3,-3.8858713491526085
US:126871313,Started back with the Bush family.,0.22,7,-4.664794002482907
US:3242443,My father said so when I was a child.,0.56,10,-1.033128975657631
US:124105989,At the age of 18 years old.,0.48,9,-1.464482731293873
US:177186889,When I saw how corrupt all the democrats became.,0.22,11,-5.148203416632031
US:137048209,This year. I’ve always thought I was more moderate/independent but the chaos of the last 3 months has made me feel more aligned with the Democratic Party.,0.42,33,-1.8493923116710096
US:105239735,I don't want be affiliated with either party because neither party stands for me. I can't vote republican right now because MAGA has taken the party over and I will not support that.,0.37,38,-2.2616679444633436
US:46848234,1972,0.24,2,-3.9290269118074503
US:135027307,The 1980’s,0.78,5,0.17488199272037722
US:488743,When I was 18,0.86,5,0.6650241478731009
US:4388272,When I was a teenager,0.84,5,0.55339031161624
US:190765197,Birth,0.22,1,-4.78186739641837
US:4471257,I first decided I am a Democrat while I was in high school in the early 1970s during the first term of President Nixon.,0.54,28,-1.1589255328605041
US:40599962,when i was a 18 teen,0.24,7,-3.9140800487734784
US:45922761,I have always been a democrat.,0.74,7,-0.06393827577176286
US:162689029,Not sure,0.38,2,-2.1874984942408053
US:30241615,Around 1972,0.36,4,-2.3568442779993957
US:28405232,When I was a teenager,0.84,5,0.55339031161624
US:40641660,1966,0.23,2,-4.137742862395573
US:894803,I have always trusted my ability to learn the issues and decide on my own. I find the political parties rather useless.,0.51,24,-1.3370466486363675
US:37949400,1960s,0.48,3,-1.479175709779201
US:28770027,That was what I was taught when I started voting,0.27,10,-3.347212547139115
US:38006829,When the delegates bood God 3 times in one of their conventions,0.22,14,-5.6194242081726955
US:181508103,After obama,0.22,3,-5.6753721791149
US:140270819,"As the Democratic Party increasingly aligned itself with certain groups and communities that espoused unconventional ideologies and held idealistic, albeit sometimes unrealistic, views.",0.25,28,-3.654568623525521
US:171259979,When trump got into the scene is when politics became very nasty resulting in a shift in my support structure.,0.22,21,-5.6169638987414645
US:41922230,During Trump’s first presidency,0.26,5,-3.4718480977934787
US:4670987,High School,0.59,2,-0.851361715543466
US:192214629,when George W. Bush was president,0.38,7,-2.173606185381429
US:181266429,before and after this election,0.23,5,-4.158721872823301
US:46821834,In the late '90's.,0.28,7,-3.2474195711003397
US:189706043,No sure,0.23,2,-5.829471059279753
US:162855051,Upon arrival in USA 1989,0.24,7,-3.820875455322781
US:2794598,Teen years,0.22,2,-4.584830969531533
US:102522905,I have always voted my conscience regardless of political affiliation,0.43,10,-1.794210609803296
US:4544163,1969,0.25,2,-3.639643283865915
US:3443004,About 15 years ago.,0.31,6,-2.8403807254429414
US:1668222,ages ago,0.25,2,-6.358748142236341
US:46714560,When Reagan cut funding for college sentencing me to a life of hard labor.,0.22,15,-5.281435895717722
US:3728247,1984,0.29,2,-3.0667429557189836
US:36956027,At 20 years old,0.61,5,-0.7623106323130915
US:167634929,30 years ago,0.49,3,-1.4128783088334185
US:40556219,1982,0.25,2,-3.674125862124034
US:2877393,In 1976,0.71,4,-0.22146601361744142
US:2805720,Probably on college,0.24,3,-6.130468964544924
US:3254208,When Republicans said people rre lazy if they were unemployed and I had just lost mu job and was searching everyday to get another one,0.23,26,-5.7219593532708934
US:39653205,After I found out how corrupt the Democratic Party is,0.39,10,-2.0869738746709765
US:1698541,When I first voted 64 years ago,0.26,8,-3.576954269064121
US:1413129,Emperor Trump,0.36,3,-2.3512667946079717
US:1293590,"When I looked at my ever increasing tax burden and decided to vote with my ""pocketbook"" an d chose the party that wanted to lower taxes.",0.24,31,-3.9345193958954274
US:164477477,When I was a teenager,0.84,5,0.55339031161624
US:189447283,When I was old enough to understand their positions and stances on topics.,0.25,15,-3.6227968754886364
US:1978965,I decided to select neither a very long time ago,0.28,10,-3.2454638202747472
US:149332529,16,0.23,1,-4.278417573270957
US:162986549,When joe Biden “won”,0.23,6,-4.379271361076936
US:2648604,15,0.26,1,-3.4360157791280206
US:2505924,Some time ago. Can’t really say for sure.,0.3,11,-2.9402130102446327
US:29061137,During the BLM riots.,0.26,6,-3.552365067255132
US:136113889,Middle school,0.27,2,-3.2976367702651275
US:433839,they fight for people like me,0.26,6,-3.48775789635561
US:1486600,Years ago,0.33,2,-2.6262582620540904
US:4351849,when i was 18. i am now 70,0.45,11,-1.7042665794450231
US:172402325,After I really started paying attention to politics during the Clinton term and watched what the Democrats and Republicans said and watched if they did what they said,0.22,28,-4.62234342171256
US:1102473,60+ years ago,0.48,4,-1.4972519278627854
US:37908726,Always,0.23,1,-4.413427954033356
US:103617509,"I was Democrat and supported Jimmy Carter. After that term, I changed to Republican",0.29,16,-3.1056641947890484
US:186890281,I've always felt democratic voters cared more for the American people,0.26,12,-3.5381714682729735
US:4668940,The year that Obama ran for President the first time.,0.29,11,-3.029228405015207
US:147235257,2010,0.32,2,-2.7213105734743004
US:188885,When the republicans decided to side with democrats by doing nothing,0.28,13,-3.1309047814374478
US:39566251,I have always identified as a democrat,0.62,7,-0.6953237409691915
US:33451094,as long as i can remember about 50 years,0.46,10,-1.6112177230367581
US:1203878,"Maybe never. Candidate by candidate, policy by policy, it's been D over and over. The choice is never for the party as such.",0.22,29,-5.21151058947446
US:40108663,"During Regan years, I was in high school but much more active and involved since 2015",0.22,20,-4.500577741776401
US:128220557,When I first started paying closer attention to American politics.,0.31,11,-2.8580494558195966
US:191189651,2016,0.36,2,-2.358311613479094
US:29689481,I have never found myself affiliated with either party I am independent,0.33,12,-2.5636326290743345
US:40460868,The Democratic Party shifted so far left they are socialist at best and communist at worst,0.42,16,-1.8609318435219
US:1585469,When I saw Republicans caving to Trump in 2015.,0.23,13,-4.135829400761932
US:172064911,In middle or high school,0.29,5,-3.0756381673601547
US:192621561,They're two sides of the same coin.,0.67,9,-0.4647164485912743
US:188829809,When trump was elected president,0.4,5,-2.0535410437895116
US:33232243,Since I've been able to vote. There have been some issues that are important to me and it seems that the democratic party touches on these issues more so than the republican party. These issues have actually come to fruition in a democratic candidate at times and not on a republican candidate ever.,0.36,57,-2.314603458712304
US:976346,"When Ronald Reagan ran for office and won, 1980",0.41,12,-1.9653436055609086
US:125838009,"My whole life, but reinforced by Trumps first term.",0.23,12,-5.814368446640013
US:183821545,2015,0.34,2,-2.4943954741318355
US:46466605,About 25 years ago.,0.28,6,-3.138676010878351
US:187220145,I always have been. There was no real specific moment. It just made sense to me.,0.61,19,-0.7608630948714383
US:40420989,Years ago,0.33,2,-2.6262582620540904
US:27147928,I became closer to Democratic Party when Obama was elected.,0.26,11,-3.5978819871529826
US:146089697,1992,0.25,2,-3.8100175000528584
US:153009413,After Watergate. First time I voted was for Jimmy Carter,0.31,12,-2.772900065153119
US:127181813,2020,0.51,2,-1.3343852379519276
US:1577544,When I first registered to vote,0.57,6,-0.9672537096141093
US:4171222,I have always considered the Republicans to be the party of the corporations and the rich. When I became aware that the Democrats would not turn away from corporate money and stopped being the champions of working people I gave up on them also.,0.56,46,-1.0244321189290304
US:4628509,Can’t remember it has been so long ago,0.45,9,-1.704030091917949
US:29713655,45 years ago,0.38,3,-2.1324984497272568
US:44350002,1980,0.3,2,-2.97577091420927
US:663087,"At a very early age, well before I was able to vote.",0.33,14,-2.6202619649605525
US:46650863,Trump,0.26,1,-3.470753403888651
US:195468805,never,0.34,1,-7.6165713913994235
US:174598317,When Reagan was in office first term,0.25,7,-3.807960632485857
US:42768781,When I voted for the first time at age 18,0.64,11,-0.622549597732431
US:165457161,"Not sure, but I have always aligned with the party that supports unions, and protecting the people in our country who need more assistance.",0.37,27,-2.2538626407312137
US:22651982,"I don't know. I didn't ""decide"" it. I just noticed it one day, maybe a few years ago?",0.65,27,-0.5596109038505819
US:2519555,"1980 I voted for Jimmy Carter, union household, lost my job as an ironworker and joined the Marines and never looked back. In 1984, Ronald Reagan and some republican's I held my nose and voted for Bush, Romney and McCain but there was no democrat alternative who I could trust.",0.24,61,-3.8261697297886283
US:27577997,When I was a teenager,0.84,5,0.55339031161624
US:1824582,Not sure,0.38,2,-2.1874984942408053
US:46469674,After the Bush/Gore election.,0.27,7,-3.3789473810365838
US:184024921,2020,0.51,2,-1.3343852379519276
US:196258227,it was a long time ago,0.72,6,-0.1859586329793699
US:39509182,dont know,0.22,2,-5.083325191514537
US:1796036,About 5 years ago when I left the Democratic Party because they became too liberal!,0.29,17,-3.117798553688016
US:128945561,trump,0.35,2,-2.4516480047042637
US:146099145,early in life,0.24,3,-3.9385750651070293
US:41318467,I've always been,0.86,4,0.732472307599262
US:1403475,When I was able to vote,0.43,6,-1.8069875851488937
US:2737454,When the Democrats started promoting socialism and went extreme left,0.27,10,-3.390574827957165
US:175552135,The left has taken over the Democrate Party. 8 years ago,0.47,14,-1.5478256940069648
US:168875531,"After spending nine years in higher education and, as a consequence, becoming a teacher at several universities overseas.",0.26,21,-3.46651109638574
US:26906455,1976,0.23,2,-4.140705501712556
US:3314570,When I turned 21.,0.35,6,-2.4405125648802555
US:4541895,in 1970,0.44,4,-1.7222983544985433
US:133135495,"as an adult, homeowner, etc",0.23,7,-4.408251577059151
US:185390453,"This past year, prior to that I felt independent",0.24,10,-4.068176459734631
US:190133205,When I was in college,0.87,5,0.7602425845995948
US:179252761,"I would say about 2015 when the 2016 presidental campaign began. I was never a republican, but had not decided where I fit until then.",0.43,33,-1.7998640588254848
US:2469503,,,0,
US:3494335,In high school.,0.31,4,-2.7996812992613815
US:196123631,When Obama fooled America into thinking he was a good president,0.49,11,-1.4142650526783118
US:103736105,When GW Bush was handed the election of 2000,0.3,11,-2.9881870937885537
US:117536071,When I realized my belief system was closer to that political party.,0.22,13,-5.2693125066923905
US:40291795,When Reagan started pushing trickle-down economics,0.23,7,-4.095633545579098
US:161042035,When Trump became a nominee,0.26,5,-3.5510628075464927
US:42680232,Since I can remember,0.48,4,-1.485032279333752
US:173617923,2020,0.51,2,-1.3343852379519276
US:185173823,I knew I was a Republican in my twenties because if working to pay my way and leaning toward the conservative values.,0.22,23,-4.811599810998584
US:449325,2010,0.32,2,-2.7213105734743004
US:1219840,probably about 1990,0.22,5,-4.775622842442999
US:25707246,In the 1990's,0.77,6,0.08934873338436047
US:41013538,1973,0.23,2,-4.111054095524163
US:4142946,Unsure,0.47,2,-1.5491905888884199
US:4231151,When I was a teen my mom voted for Clinton. I remember her and my dad and uncle having opposing political views. I figured my mom was right and always followed her in rooting for blue.,0.3,39,-2.9863515900047717
US:1604153,About 5 years ago.,0.33,6,-2.591043392524676
US:200511369,When I was old enough to vote.,0.3,8,-2.9809338312809093
US:184458163,In the early 2000s,0.96,7,1.7781894179041169
US:137130429,2002,0.36,2,-2.3169631585086874
US:139741213,Age 15,0.32,3,-2.7428642068855367
US:443613,When Jimmy Carter ran against Gerald Ford,0.3,7,-2.9265671385860546
US:1293842,when i started following politics at age 16,0.29,9,-3.098962205564104
US:132993665,When I was first eligible to vote.,0.35,8,-2.4617672991718487
US:2505003,"Many years ago. I voted Republican in 1976 , the first year I could vote and have voted for a Republican over 90% of the time.",0.28,32,-3.2239508118940146
US:40631645,at age 18,0.4,4,-2.0409249831367404
US:186884581,I have always thought of myself as a republican,0.75,9,-0.017564290436505203
US:403836,When I was 18 and old enough to vote I felt I was more aligned with Democrats,0.46,18,-1.6175973566793036
US:4150314,1960,0.28,2,-3.17807639983699
US:2796475,Ronald Reagan,0.65,3,-0.5656274543877751
US:27690342,back during the civil rights and equal rights era (60's/70's),0.23,16,-4.288616666793954
US:22663819,I find that most politicians are in politics for power and don't care about the constituents other than for votes. Most tend to be too extreme in either direction. I tend to vote against the encumbent as I don't want career politicians. I would prefer more equal representation to get us back to the middle.,0.37,63,-2.2383362795551665
US:41164669,as far back as I can remember,0.39,7,-2.0576777728987508
US:44594069,57 years ago when I first voted at 18,0.25,10,-3.7227519534206226
US:182936195,Many years ago.,0.28,4,-3.2228477709627357
US:4522746,"When I realized the way the Democrats really are..the last 10 years or so. They are greedy and waste tax payers money on themselves,irrelevant issues and people.They seem spiteful and are haters.",0.22,44,-5.1829430425184
US:727802,WITH RON REAGAN !,0.22,7,-5.54607384471628
US:1804295,"During the Kavanaugh confirmation hearings, the Democrats did everything they could to ruin his life, even lied and fabricated schemes to do it. Very, very, mean spirited and ugly. I don’t believe anyone of them should be in Government!",0.25,47,-3.6778315320602526
US:105635961,As a teenager.,0.33,4,-2.636256687152674
US:195388581,When Ronald Reagan freed the hostages,0.39,6,-2.069741043389159
US:187119153,When Obama was running,0.36,4,-2.3568782704266056
US:173882145,2018,0.43,2,-1.8165276654624456
US:133915101,When republicans died and became MAGA cultist.,0.22,11,-5.413690871869425
US:28143472,I don't care about the politics,0.77,7,0.12443117842273002
US:33400512,In my early 20s,0.68,6,-0.39832220870324914
US:129499767,20 years ago,0.5,3,-1.3866990518131532
US:31128076,All my life,0.68,3,-0.4169399512184029
US:134355157,When Trump came down the escalator in 2015,0.56,11,-1.0088342888526558
US:1176353,When I was 16 years old,0.87,7,0.7821531754054932
US:1544386,When I was able to vote.,0.29,7,-3.1252905622108633
US:1566514,Around 2000,0.6,4,-0.806681503582412
US:280245,I've never been particularly close to one side are the other but my position has been solidified over the last couple of administrations,0.25,25,-3.6150528069895262
US:35657122,in 1968,0.42,4,-1.8918651874380747
US:28112962,when i was 30 once i truly realized what they stood for,0.22,13,-5.100556375476468
US:199126273,I think they both need to be revamped. It’s all about who has the most money to buy the politician of their choice,0.78,25,0.18606475453126284
US:1171395,1960,0.28,2,-3.17807639983699
US:27162807,I have always been a Republican because I agree more with their policies.,0.52,14,-1.2785421120217781
US:26629381,During Covid when the democrats starting pushing their agenda too much.,0.22,13,-5.5934677937296415
US:135955847,my whole life.,0.34,4,-2.529517388169857
US:46064669,I became politocally homeless in 2020.,0.22,11,-4.5742596789941325
US:158934801,"After law school when I became a Deputy District Attorney and discovered how the Democratic Party, at the local, state and federal levels, engage in practices that make effective law enforcement more difficult and ALWAYS favor the criminals in our society. I do mean ALWAYS!",0.22,50,-4.580074538945842
US:198086241,I have always been independent.,0.68,6,-0.39908335635695885
US:2031902,Way back around 1964,0.31,6,-2.8163090646734688
US:186836033,"Growing up my grandparents, who raised me were democrats and I agreed with them",0.26,16,-3.525837958133485
US:42047127,2008,0.38,2,-2.135997334621634
US:22493285,Years and years ago,0.36,4,-2.3118877881302096
US:2877100,1979 when Jimmy Carter was President,0.24,7,-4.0609013550544155
US:165665325,When I entered the US Army,0.5,6,-1.3734862655602884
US:100825775,Always,0.23,1,-4.413427954033356
US:2216830,Age 15,0.32,3,-2.7428642068855367
US:1253773,"At 25 years old, I voted for George HW Bush because I wanted smaller gov't even when I was a federal employee. But as I got older and started to learn of the policies and goals of the different parties I started to vote for Democrats.",0.36,51,-2.2945645595752358
US:182760859,Teens years,0.22,3,-4.716984600752908
US:125095645,When I was in high school.,0.55,7,-1.067518972122206
US:57535,When trump was first elected,0.35,5,-2.3902746306335327
US:2255601,1967,0.24,2,-3.9927765958519337
US:160581453,When Obama became president,0.33,4,-2.6535203293463727
US:39672239,When I was 17,0.85,5,0.6281619862236621
US:39530801,When I learned about God's kingdom,0.3,7,-2.9154448258167527
US:384941,growing up as a farm boy!!,0.25,8,-3.651384398022701
US:481411,age 21,0.23,3,-4.37165022750015
US:40424588,20+ years ago,0.48,4,-1.474610199054228
US:1993456,In my teens,0.3,3,-2.9801567743929467
US:4487301,used to be a democrat until the party disintegrated into lunacy. didn't know enough about republicans,0.29,22,-3.023866367219933
US:173707499,In college,0.3,2,-2.9461286076723385
US:166240663,When the bastards followed the same uniparty fascistic and imperialiastic policies toward Russia and Gaza.,0.31,22,-7.303296528251006
US:166764263,2016,0.36,2,-2.358311613479094
US:151281811,Before the age of 10,0.69,6,-0.3609212186919923
US:177614497,Over the past several months,0.76,5,0.027817538897952
US:27130628,When I moved to a highly red state and disagreed with a lot of the misinformation and propaganda that was floating around.,0.31,23,-2.80664900737476
US:192384519,High school,0.56,2,-1.0506428243407415
US:128745929,1980,0.3,2,-2.97577091420927
US:125092189,Have always felt that way. As long as I can remember.,0.42,13,-1.8965222611483394
US:29987594,When I became eligible to vote.,0.29,7,-3.046217339391194
US:43433344,Too much censorship and authoritarianism by Democrats.,0.26,9,-3.578720641300293
US:132615231,I became a Democrat in 1995...when I was old enough to vote.,0.59,17,-0.8607363695724303
US:122540365,1975,0.24,2,-3.979079289446153
US:198557527,When I was young,0.85,4,0.6331430335963769
US:127240955,21 years old,0.34,3,-2.5605127710849858
US:759551,60 years ago,0.39,3,-2.119062810797009
US:140197463,1976,0.23,2,-4.140705501712556
US:173948357,At 18,0.51,3,-1.3283498709634678
US:166723,I was always on the right side,0.68,7,-0.42069169145158064
US:35741699,In my teens.,0.22,4,-4.912814632690935
US:57191,After George Bush Jr. was last president.,0.24,9,-3.943551121989084
US:24941192,Age 22,0.33,3,-2.573885476192742
US:164729033,College,0.25,1,-3.653671016954066
US:23388555,As long as I can remember,0.76,6,0.03572547107001913
US:41986460,after the election of Obama,0.3,5,-2.903453448131887
US:164481283,"I'm independent just tend to vote for Republicans because they at least sometimes support the same issues I care about. Plus, the other side is completely insane and out of touch.",0.36,35,-2.3286144110485165
US:169500497,About 20 years ago.,0.32,6,-2.7100383632513663
US:28574391,When I was 40,0.58,5,-0.943576065603742
US:196117905,When I grew up in the Reagan years.,0.29,9,-3.0713413770805023
US:125585737,Young age,0.22,2,-4.812619835300004
US:1658830,The first time Donald Trump ran for president.,0.48,9,-1.4939393982299651
US:1734737,1980,0.3,2,-2.97577091420927
US:196843025,I decided in 2004 with the second term of Pres Bush.,0.22,14,-4.800913326195918
US:137324923,As a child.,0.4,4,-2.0121884657949463
US:2176265,When George Bush illegally invaded Iraq,0.29,6,-3.035371934990224
US:179611313,When I was eighteen and voted in my first election.,0.28,11,-3.1840258689727796
US:149179539,Many years ago,0.55,3,-1.062648111286573
US:141168613,In the 70's.,0.39,6,-2.1241431102408823
US:152310277,"Grew up in a Democrat family, but really admired JFK and became a Democrat!",0.34,17,-2.5337592046564157
US:168035339,Young,0.25,1,-3.705057769212206
US:30842707,age 21,0.23,3,-4.37165022750015
US:152960151,When I realized that a lot of money was going to welfare programs.,0.32,14,-2.7463813265610555
US:155631389,In college during an economics class,0.29,6,-3.016693265679979
US:40372424,1960,0.28,2,-3.17807639983699
US:820018,When I first registered to vote.,0.33,7,-2.576184003047893
US:41294859,I’ve been a republican my whole life,0.65,8,-0.5382963051627572
US:195096733,I have always been closer to the democratic party,0.59,9,-0.856457292181616
US:1411228,2001,0.41,2,-1.9465589206430542
US:203269815,2015 when trump started his campaign,0.24,7,-4.0653811065733425
US:139152123,several decades ago,0.49,4,-1.4187969812258425
US:537359,After President Carter,0.22,3,-5.188023056261805
US:26006856,When Republicans became too extreme on various issues and over the wars in Afghanistan and Iraq.,0.22,17,-5.244719495627242
US:1676013,In the last ten years,0.81,5,0.33363400726821174
US:191074,"As a young adult studying economics and international policy, understanding indirect impacts and building long term impact policy ideals.",0.33,21,-7.519776941437537
US:3157912,1978,0.23,2,-4.079265896854116
US:154730117,When the democrats started putting labels above people and the republicans started putting the Bible above people,0.26,19,-3.5823708613780245
US:30715398,In college during the George w bush administration,0.22,8,-5.4059103079147315
US:188236759,2004,0.35,2,-2.4061705586301803
US:1241389,believe in conservative view - less government the better,0.22,10,-4.9777047809621076
US:41148566,When I turned 18 and registered to vote.,0.4,10,-2.0522869172288276
US:120805729,always,0.43,1,-8.35809255657001
US:1756893,1980’s,0.42,3,-1.8648732488178263
US:1929704,From the beginning.,0.4,4,-1.98565802122607
US:153846539,I decided when I compared the priorities and decisions made by the parties,0.25,13,-3.7682202400842595
US:43999730,"Voted for the person who cares about the American people, not illegals or all the protesters for Palestinians",0.23,21,-4.142625479897999
US:182526739,Fall of 2016,0.51,5,-1.2927266369516164
US:167901299,As a teenager,0.69,3,-0.35601915469780177
US:27101300,In 1990,0.75,4,-0.012376722833189852
US:192223903,What I see of the Republicans they are almost like sheep following their leader,0.27,14,-3.4064531326060012
US:186313543,When I voted for the first time,0.63,7,-0.6410702654058741
US:184870285,By my second election,0.22,4,-4.978434443943007
US:30178469,WHEN MY DAD TOLD ME I WAS,0.6,10,-0.8197175301643149
US:141575825,I decided when I was a republican based on what they help the country and it fits my values.,0.22,20,-5.275055096637665
US:25453579,i was a republican when i was born.,0.54,9,-1.129101976244624
US:131271597,In high school around 1998 I realized that I had I agreed with both sides,0.27,17,-3.3485888656731335
US:158967485,When Trump was in his first term,0.67,7,-0.4557333478603247
US:509302,Voted for John Kerry in my first Presidential election. As a kid I was huge fan of Hillary Clinton.,0.35,22,-2.38412285049951
US:4522925,"When I realized that the current ""Republican"" party no longer supports anything even remotely close to what they've always claimed to support.",0.48,26,-1.4765183951707426
US:172770403,I don't remember; probably well before I was 18,0.35,12,-2.397978883481555
US:174104975,since Ron Paul,0.28,3,-6.897198894207317
US:42583995,Early teens,0.24,2,-6.121101351400401
US:2488092,After Bill Clinton ……the Lewinsky affair did it.,0.22,12,-4.5344990221863295
US:4365090,About 50 years ago,0.54,5,-1.142612115107684
US:41018505,During the 1976 Republican primary,0.34,7,-2.5353759614035267
US:203144991,High school,0.56,2,-1.0506428243407415
US:174873585,A long time ago…2012,0.35,7,-2.406634950221079
US:39596627,When the Dem's started making OBVIOUS lie's..,0.24,11,-6.2310662317105825
US:2308346,50 years ago under LBJ,0.24,6,-4.063436959814512
US:200629091,i think for myself,0.31,4,-2.766162095179641
US:202775027,When I saw what a terrible job Trump is doing as a Republican. He’s our very own “home grown “ criminal. We need to deport him and his illegal wife. Those are his exact words about some criminals.,0.22,44,-4.953003128417148
US:170673155,High school,0.56,2,-1.0506428243407415
US:569257,When the Republicans impeached President Clinton.,0.25,8,-3.6492114478783164
US:1906062,when i registred to vote,0.22,6,-5.067639383450476
US:39510773,Several years ago because of abortions.,0.22,7,-5.569831462327917
US:181817481,"I was 18, and hearing conservatives talk made me realize they just get off on punching down but then claiming that they're victims.",0.23,27,-4.37163201492623
US:33399698,"As soon as I started to vote, whenI turned 18 in 1968 during the Vietnam War.",0.24,22,-3.868241230903875
US:2291102,As a teenager,0.69,3,-0.35601915469780177
US:46110889,Used to be a registered republican,0.36,6,-2.374051166977979
