person_id,why_think_pid_with_when
US:33786119,"I love my freedom, I don’t want illegals here and Biden let them in by the thousands."
US:1027450,Democrats are too progressive and not fiscally responsible republicans are too socially conservative
US:184160593,"I feel the party platform is closer to common sense than the Republicans, even if they don't exactly stick to it."
US:4394192,I have not heard of anything responsible and reasonable from the democrats.
US:188041273,Democrat on the wrong side of policy
US:3906229,WHEN I WENT TO VOT THE LADY I WENT WITH TOLD ME THAT PEOPLE ARE NOT BORN INTO POLITICS THEY CHOSE WHO THEY FOLLOW AND I TOLD HER GREAT BECAUSE I AM FOLLOWING MY PARENT WITH THE REPUBLICANS.
US:22641767,I don't trust them.
US:40173803,Because I have empathy and a conscience
US:124415183,Republicans are greedy and don't care about people
US:1462151,"The Democrats represent more of the working and missile class, they are inclusive and accepting of all people, their programs address more issues closer to ordinary /not wealthy people, they have a more humane and compassionate approach to issues."
US:156721503,"Have some liberal and conservative views, not beholden to a party."
US:189665297,Because I believe that democracy is justice and respect for others
US:22479908,Safety for USA
US:129612011,Because I agree with most of their poultry
US:1262542,I vote for who I think can do the job
US:4546727,"I believe that we should look at the candidates actions and words, not just which political party they are apart of."
US:131032819,"Republicans are closer to my beliefs of Christian standards, gender/sexuality is how you're born, abortion is murder, illegal entry into the country is illegal, and skin color is not more important than character, skills, etc."
US:126465629,"I believe in equality for all, nondiscrimination, toppling of racist policies and behavior."
US:132250049,"Because I care about and relate to the working and middle class in this country. Republicans only care about people with money, people in the more wealthy classes."
US:123861,Democrats are for all Americans and not a certain portion.
US:175632057,Democrats have lost touch with the average blue color people
US:3435012,"Republicans are mostly evil, self-serving scumbags."
US:556796,I support smaller government but a strong national defense and want the US to support Israel. I also oppose illegal immigration and DEI.
US:3290180,it is not a function of which party I'm closer to but which party am I further away from and that answer would the democrats
US:200531429,"I am not 100% like far right republicans, but my views are closer to republicans vs. democrats."
US:117943141,because Im not a?democrat
US:41779199,"I first thought I was a Republican when I was 9 years old and Nixon was running against Kennedy. Of course, at that age my view was simply a reflection of my parents’ view."
US:1802981,Empathy
US:34408890,"I am conservative in spirit. The liberals just give everything away for cry babies, who do not want to work or take care of them selves on there own"
US:3198620,WE work to lift up the working class
US:167686255,"I view myself as a classical liberal: small government, free trade, rule of law."
US:1177770,Because the Dems believe in liberal policy that I’m against!
US:1988065,Plain and simple.Yeah just basically feel like the democratic party principle submissions are oh my gut reactions
US:182876147,We love our country unlike the democrats
US:134281457,They care about the people
US:40733805,The democrats left me behind when they turned far left. The Republican values are much more aligned with my values.
US:138609099,I side with most of the issues they do.
US:36469321,The party represents my interests the most
US:41189284,Believe that everyone should work and help our country!
US:2560418,a think independently from the politicans
US:29072022,don't understand the question
US:173482721,because I am a Christian and conservative and Republicans are more conservative
US:1021053,Fairness and caring
US:149465611,"The Democratic Party cares about ordinary people like me, and wants to protect the rights of people who are different from me."
US:134128661,"I am for all humans to have the freedom to strive for a better life, even those people of color and different ethnicity. America was known as the land of the free. That no longer applies with this administration in office now. Anyone who knows anything about Marxism, as well as how Hitler came into power, can see what's happening"
US:101363517,I wanna do something that will protect my children and my grandchildren and our beliefs lineup together to ensure they have a good life a safe life and be able to make decisions and have their voices heard
US:26386561,republican abdicated their values and have become a party built around cult figures
US:23984814,I believe in nearly all issues favored by Democrats
US:167767585,Not believe
US:174450919,Right values
US:285148,"Republicans are nakedly evil and fascistic. I vote for democrats in close elections in the interest of harm reduction, but I know they do not care about me and are not interested in advancing my political values."
US:168260829,I am very liberal on social issues and believe in taking care of other people
US:161463865,"Both the Democratic party and Republican party are incredibly corrupt. They're both run by the wealthy elite. They don't care about anybody else. They don't care who they hurt to uplift themselves. They're unwilling to make meaningful change to protect our planet, our own people, or the people around the world. Under both parties, we get police brutality, endless unjust wars, climate change, high prices, unsafe work environments, lack of access to healthcare, etc."
US:1355903,Democrats share my values and are better at guiding our nation and protecting our principles.
US:227731,"I believe in God, Family and the Constitution."
US:165505285,It goes alone with my religion
US:1267228,They both suck though in different ways.
US:25996145,Because both parties does what they want and they don’t care about the other people
US:1843113,Because I think wealth should be evenly distributed
US:2170610,Because the corporations and wealthy don't need another tax break. I'm with the party that helps the poor move up in society.
US:444040,Freedom.
US:1269835,I believe in helping people to help themselves
US:141234963,Because my values are conservative in nature and doing what is right and just.
US:38102115,I'm grounded and I'm a realist. I am for All of the true/real American people instead of the BULLSH One World Order - what the DemonCraps praise.
US:41686575,I’m generally conservative on most social issues
US:39217740,I am for less government control and believe we need to follow the constitution not the socialist agenda!
US:27525478,They seem to have the right policies to improve the lives of citizens.
US:39288635,"When the Dems started all this woke crap, I was done with ever voting for them again until they come back to reality"
US:2122913,"I think for myself, not others."
US:39904585,I feel that the democrats believe in individual personal liberty not influenced by religion or business.
US:130916733,both sides care more for the power that comes with holding office than us the people. I support issues that tradionally fall on both sides o the aisle. and why does there have to be an aisle? you should mix them all up a there desks.
US:131333529,Because it’s good
US:28812154,I am tired of agendas set by either party without considering my/the peoples needs.
US:4629112,I feel that being a Democrat means that the politician do the will of the people.
US:174264957,Because I not an idiot and believe in America first not illegal gangbangers etc
US:157659989,They care more about people like me
US:44112586,support free market economy
US:168783063,I value the constitution and the bill of rights.
US:195479159,The Democratic Party became too liberal and focused too much on unimportant things
US:38963920,"I believe in diversity, equality and inclusion"
US:1053505,"the democrats don't seem to have a backbone when it comes to pushing through actions which will cut the red tape and yet provide the public with all they need with liberty, freedoms and a working plan. instead they roll over and wait. the republicans don't have a backbone and most have a brown nose from kissing the felon's ass by going along with agendas only benefiting the rich and not the actual American public."
US:34410982,Closer to my political beliefs
US:103485521,I did not like what the Democratic party was wanting where illegals were concerned.
US:137748065,Because I was raised that way
US:22013318,See above
US:34349829,"Conservative values; law and order champion; prioritize weeding out of governmental waste, corruption; drain the swamp; get federal spending under control; start paying down the national debt; get schools and education back on the right track; and emphasize making America great again."
US:2463677,am not closer to any party
US:171427105,They are horrible and toxic
US:180034539,When I realized that I agree with concepts of both parties
US:3576302,Health care is important but saving a shred of our national identity and democracy is now on the line
US:199812289,I pick the person running and not the party
US:2258609,Each of them has at least one deal-breaker position that prevents me from formally aligning myself with either.
US:145429361,Because I believe government should work for all people not just the rich.
US:1555985,"Because I believe in ""a government of the people, by the people & for the people""""!!"
US:161819797,beczuze im a chrisrian
US:2895306,because their polcy are closer to my thinking
US:394909,"In the past 35 years, I've seen the republican party for what they are: politicians who are only out for their own benefit. The republican party has become the republicant party. Thy are rooted in The Swamp just as deeply as the democrats. Still, if there is no other suitable candidate, I will vote republican."
US:32322739,The Republican Party does nothing.
US:39355415,My beliefs ad values more closely align with those of the democratic party.
US:34613598,Want the government to do their jobs and be for the people not against
US:166901911,Could never be a republican
US:4081090,Dems have lost their way. Gone left.
US:44211633,"Since 2001 both Party's have drifted farther and farther away from listening to or attempting to do ""the will of the People"". Reagan was the last Republican president to put the People before Party and Clinton the last to do so. Both were good Presidents and I voted for both of them. The Congress of both parties have been abysmally bad since well before either of those Presidents. Since 2000 the Democrat Party has promised greater equity and freedom for the People but seems to have launched into a crusade towards some kind of hybrid authoritarian socialism, communism or just plain lunacy where Government decides what is best for the nation and We the People as a result are less equal and much less free. The Republican Party likes to campaign on lesser, fairer taxation, smaller, less intrusive government, and more individual freedoms. Problem is they don't deliver on any of that. Even when they hold majorities in both the Executive and Legislative branches. Both sides are too full of themselves and their own narrow vision of what is good for the Country. And the Country? It's been run (into the ground) by a bloated, greedy, uncaring, Bureaucracy which has only grown larger since the 50's and whose only real interest seems to be in maintaining it's own power and control. I strongly supported the current President, Donald Trump, not because he is a Republican or a Democrat, he's been both. I support the man, not the Party. I do because he kept the promises he made his first term and he is keeping the promises he made this term. Most if not all of those promises based on what the people that voted for him (a majority of the country this term) voted for him to achieve. President Trump's methods can be absolutely cringeworthy at times but they get results. And it's about results, not the ""work"" or the ""process"" or any of the other useless BS that is used to justify or detract from the job he's doing. I've no idea whom I'll vote for in the next elections. I can tell you it won't be a Republican, Democrat or any other Party. I'll vote for the individuals that most represents the vision of Country I believe in and vote against every one of the incumbents that didn't follow through on their promises. You did ask why."
US:43920065,"Because my values are much more in line with Democrats than Republicans, and in our two party system you effectively have to choose one or the other."
US:390955,"In live in the City of Philadelphia which has been governed by a very corrupt Democratic Political Machine since 1952. I am 65 years old. All of my District City Council Persons except one (Jack Kelly) who was the only Republican elected to that seat since 1951 has gone to prison for either taking bribes, committing election fraud or both. The same thing is true for all of my US Congressman too except for one Republican, Charles F. Dougherty, who served from 1979 to 1983. Every Democratic Congressman I have ever had went to prison for taking bribes. My current Democratic Congressman Brendan Boyle has yet to be indicted. But his brother, Kevin Boyle a/k/a Hunter Boyle who was a state representative, was arrested several times for drunk driving, violating a protection from abuse orders and beating up his wife. His brother, the Congressman, did his best to try to cover the whole thing up by trying to manipulate the local justice system to have the charges dropped. If this happened anywhere but Philadelphia where the Democratic Machine Puppet DA motioned to have all charges dropped after Kevin Boyle was defeated in a Democratic Primary in the spring of 2024. Anywhere else Congressman Boyle would have been indicted on obstruction of justice charges and his brother would not have had his charges quietly dropped after he left office by a Democrat Machine Judge. When no one was paying attention to the outcome of his criminal case any longer."
US:28833403,Support for the people
US:141640345,I’m a real caring person. Not a dick like republicans.
US:45563697,My views are more liberal.
US:131928831,Currently common sense leadership vs socializim by the democratic party. When I realized this was 20 plus years ago.
US:2092909,Because of my preference for maximizing personal freedom over equality as a philosophical issue.
US:25956310,Again as stated above.
US:40593247,I am for basic freedoms and letting people live their lives
US:142741829,More liberal views
US:620632,"I'm a Democrat because I believe in making progress not living in the past. I believe in the common good, egalitarianism and freedom of expression."
US:38512135,care about others and the environment
US:141718533,The Democrats are crazy! Cuckoo! Nut jobs!!
US:763244,for the most part they align with my own way of thinking about how the country should be run
US:2294989,"I strongly believe, and agree with their message"
US:2211152,Social responsibility
US:138462631,The country has been crazy under democratic policies. I can not condone most of the things that have been going on in the last couple of decades.
US:35895940,The Rerpublican party is most in touch with the values and principals this country was founded upon and is the party that is trying to preserve this countries freedoms and greatness very much unlike the Democrat party.
US:190137741,There have been changes within both parties with what each stand for over the past 10 years. Republicans are now like the Democrats of the 1960s. I also believe both parties are being controlled by the same people.
US:146042971,I believe in equal rights for all. I believe in social justice. I believe we are our brothers keeper. I have had an interracial marriage since 1970--the white men in this country were so horrible to us. I was disappointed and terrified they would hurt our children.
US:2774759,Progressive movement not helping nations
US:1968713,I have common sense.
US:292087,Because republicans are too greedy and self centered.
US:35053000,I believe in being fair and equitable and the Democrats do their best to do that.
US:1786649,Agree with their views on most things.
US:145078305,I believe in equal rights for all.
US:1372845,My beliefs align more with conservative republicans
US:1423633,"I believe in equally and freedom to live my life as I want. Democratic values align with my beliefs, Republican values do not."
US:103717435,I always been open minded. I listen to both sides
US:23876769,I love Trump and what he stands for and the fact that he listens to the people. I like his choices of cabinet. And I like his strength and think all of this will help the people way more that the dems can even conceive.
US:747945,support stringer federal governmnent
US:172752341,I just
US:29695673,LEADING US IN THE RIGHT DIRECTION.
US:145153087,"Because I have compassion and empathy. I'm not a white supremacist. I believe in science. I am able to think critically, and believe that facts are facts - even if uncomfortable or unpleasant. I care about the planet nature, the environment. I believe in free speech and equal opportunity. I believe that every human being has the right to live peacefully in safe housing with ample access to clean water, healthy food, affordable healthcare and education."
US:160431337,"Conservative presidents have been trashing our country every time they take power, starting with Reagan and going forward."
US:206160115,Agree more with democrat candidates
US:28838086,"Republicans share my values, especially my Christian values"
US:105485815,lean more in their direction
US:26502519,"I'm pretty sure that is the first thing I worry about is being forced to have another kid. They won't tie my tubes because I only have one kid. My traumatic brain injury made pregnancy a problem, why can't I prevent that"
US:4681253,All politicians get corrupted
US:159532881,"I believe that our strength as Americans comes from our diversity. One of the earliest lessons my parents instilled in me was the importance of immigration in the history of America, even though they are not immigrants themselves. I also strongly believe in the right to reproductive choice. And I’m a scientist, so, can’t really go with Republicans on that front."
US:2971452,I respect all people and think that our economy is serving only the rich.
US:134858733,Because I hold progressive views and values and the Dems support these the most.
US:1979368,"I believe in freedom for people to do as they please, as long as it's legal, and I don't approve of protectionismn."
US:109026109,"Both parties work for their own gain, often together, to for a ""uniparty"" against the people."
US:134944345,Because the Democratic party legislates with the best interests of the people. The Republican party is only interested in lining their pockets & the pockets of wealthy individuals.
US:1953556,"It started with my father's Democratic leanings, but later I also felt that the Democratic party was more emphathetic to the less fortunate."
US:25763118,"The views, logic, and morals of the Republican party align with my own."
US:114799303,"I want safety and security for all, not just myself"
US:119626051,Because I follow biblical truth and God
US:1404380,"As a low income senior I feel the Democratic party is much more likely to protect Social Security, Medicare and other safety net programs. The Republican party has lost its way and become a cult of personality, losing all courage, integrity and empathy."
US:23747155,Republicans only help the rich.
US:44458683,Same belief
US:103721945,"The Democrats believe too many decisions should be arbitrated by government and spend too much on government programs. The Republicans interfere too much with bodily autonomy and personal choices. As a Libertarian, I believe the legitimate role of government is to protect its citizens' individual rights; not to expand government programs that interfere with the free market, mandate what products we can or cannot buy, or impose morality upon us. Neither the Democratic Party nor the Republican Party seems to understand this view."
US:3130151,I like both sides sometimes
US:32918773,"Because I believe in Conservative values (God, Family, Freedom), and I think these are being threatened and trampled on. I believe in getting the Illegals OUT."
US:186621633,civil rights
US:39048954,Because I have empathy for the hardships of other people
US:66632,Neither party serves the interest of the people. They only say what people want to hear to fit their agenda and they don’t care after they’re elected.
US:29530642,Because I care about freedom and equality for all.
US:1949377,See above.
US:39557335,I consider myself a Democrat because I believe in helping all people not just giving tax breaks to the wealthy. I believe in strong regulations of industry and conservation and not extraction of resources.
US:31964728,"i mostly agree with the republicans on financial issues, and closer to democrats on social issues."
US:2667942,I agree with Republican views on most issues and not with Democrat views
US:27237740,Republicans have become fascist; there are no conservatives; Democrats cannot distinguish between individual preference and the common weal; all parties are driven by money
US:2021442,I’m a very liberal person
US:38244,They are more inline with my beliefs and policies
US:111905477,"Mostly because Democratic party hasn’t been able to offer better choice of candidates running for president. And, Also don’t agree with much of their ideology."
US:103713921,Cause I hate Trump and his girlfriend Musk
US:34794260,They're not fascists
US:850880,I feel like Democrats fight for people like me
US:141644113,The ethos of the policies aligns most closely with my beliefs
US:125424141,I thought that i agreed with the Republican views. I don't agree with the MAGA republicans at all.
US:2216949,The Democratic Party does things that fit my own beliefs.
US:38438684,I believe in the Constitution and the order of law.
US:41081489,Republican platforms most closely match my beliefs/ethiscs/morality
US:3663484,My views align more with the views of the Republican Party.
US:1637516,When the DNC went nuts.
US:256606,"Because Democrats are for the interests of regular people, support civil rights and liberties, and support the elderly and those in need of healthcare."
US:142393875,See above.
US:116826173,I agree what most Republicans do is right
US:3262991,More aligned with my values and beliefs
US:41198195,liberalism
US:194043899,"Because Human Rights are not “political”. Because the GOP is no longer the Republican Party I grew up with. Hate, racism, money, and power is the only thing that motivates them. They are cowards and lemmings. I place myself very far from the MAGA movement."
US:45807896,"I and my family always have been and will continue,it's about democracy...!"
US:136215923,"I was a registered republican, and voted for Reagan. During his administration, I saw how things started to unravel policy wise during that era. I've either been a registered Democrat or an independent ever since."
US:162090615,"I am conservative, and proud of family values."
US:192432061,I feel like I'm for all the people
US:134848835,Because Democrats care about the rights of the people
US:174484855,Because my personal values align more closely with the Democratic Party. I actually care about other people and the planet
US:26468460,Values better align with mine
US:151466945,I have believed for some time that our political parties do not represent a real choice. A Gore Vidal quote comes to mind: The Republican and Democratic wings of the Business Party.
US:533809,I was Democrat but previous election changed my vote
US:28131974,Can't trust either
US:181617991,I want smaller government and a balanced budget
US:107539741,I don’t know
US:31653930,Because its important to be a free thinker. And both parties are flawed.
US:207465037,"The republican party has become a fascist party, and I want no part of that!"
US:4718732,"I live in the real world, I am not a hateful person and I believe in fairness all things republicans believe in and democrats don't."
US:185171301,Right now I'm more an Independent
US:2251828,Because I can't think of myself as a Republican
US:3402296,As of now some of their beliefs fall in line with what I believe in.
US:186805639,Because I’m black
US:169156455,It's something I can't keep up with nor want to debate with anyone
US:2644915,There is no longer any such thing as the democrat party. They have allowed themselves to be completely dominated by marxist / socialist / communist agents that have sworn to end our Representative Republic. They are my sworn enemies. I took an oath when I was 17 and I do not recall them saying anything about any expiration date for that oath. These people want to destroy my way of life. I cannot allow that. As far as I am concerned every fucking one of those lefty bastards can go straight to Hell and spend eternity sucking the Devil's cock.
US:3348395,"Because I am conservative, believe in God Given and family values and am not a radical."
US:2153106,"By default, I am a Republican. I am a Christian, which incorporates conservatism. So, by extension, I am a Republican."
US:26826861,Because I think Republicans stand for the law and country
US:205733587,not interested in the close minded hijinks of the repubs.
US:179477401,I’m more conservative
US:4022083,They are more realistic
US:4332568,I agree with many of their positions.
US:128717329,Same as above The government works for the people yet tells us what they are going to do whether it’s what the majority wants or not
US:188402681,"I support Abortion rights, LGBTQ rights, freedom of speech, civil rights, climate change."
US:191389655,I am for unity and freedom. Republicans do not seem to be so.
US:171127583,The Democratic party aligns much more closely with my policy preferences than the Republican Party
US:487728,none
US:4316919,Because I vote for who I feel gives me a good candidATE
US:4718748,"Republicans don’t deal in facts, only fear of Trump"
US:192556323,They conform to my values
US:2320784,Because I think I have the same ideas and values and they co inside with those of the party.
US:105106783,"I only think of myself closer to the Republican Party, not the RINOs, but the Maga Republican Party, because I support President Trump and the American people. I don’t support all of the Republican Party."
US:43061913,"The Republican party is against open borders, illegal aliens, crime, over the top gay and trans issues and an uncontrolled federal deficit. The party favors parental rights and education."
US:163319037,I couldn't and still can't believe that Republicans could choose someone like Trump to represent the party.
US:42731138,Because the democratic part stands for the rights of people. They care more about social issues. They stand for the middle class.
US:46554991,I am middle class and I feel that is who Democrats support the most.
US:2455216,The republican platform aligns most with my beliefs and values.
US:179045805,Conservative
US:138730635,More concerned about people than the republicans
US:336818,Because I'm liberal in my thinking
US:145637671,"I see the democratic party as the one of more compassion towards people in need. The Republican party has gone apeshit, and despite calling itself the party of smaller government they're banning things left and right that they don't agree with"
US:106131161,"abortion rights, healthcare, political freedom of speech"
US:2393122,"Same as above. When I realized the true international money powers that were behind WWI, the Bolsheviks, and most revolutions, and that those same people started WWII and told nothing but lies about the war ever since. They still control our media, entertainment, and politics to this day, including deep funds going to both Democrats and Republicans. It's all a sham and needs to be torn down and rebuilt, with the first step being ending the Federal Reserve and dual citizenship. As such, for the why, it is because I think we are at the point that we need a Third Way, not to be confused with a third party."
US:134180219,"Because demorcrats are too ""woke"""
US:31499284,i think they are better
US:37598047,Because both parties only care about oligarchs. I am not an oligarch. Neither party represents me or my values.
US:40385430,I believe in equality and dignity of all humans.
US:43892740,I would like to see the government not fight over anything.
US:142393351,republican philosophy is to lend decision and authority of control to the states individually in the united states and to not cause the federal government to need to take control of every issue.
US:967127,Republican Party only look out for the rich
US:22466450,common good for all
US:1867554,"I believe in democracy, the constitution, and the rule of law. The Republican Party has lost its way in those core American values. I believe in providing social safety nets and protections for the nation's most vulnerable, something the Republican Party has never supported. And I believe that the growing wealth disparity between ordinary people and the 1% is a significant cause of the current divide between Americans and that the Republican Party will only make that worse with the current policies and tax cut proposals."
US:40441184,I have been very disappointed with the Republican party for many years. They haven't done squat. But there is no way that I agree with Democrat ideas today.
US:147917421,I have empathy and care about others as human beings. I want what is best for everyone not just what is best for me.
US:146445,I do not like the liberal agendas
US:203231,"more freedom, less government"
US:187023013,Both parties are in itt only for money and power
US:194343195,"Over the years the elected officials, party platforms and action coincide with my opinion more often than not by a long ways in comparison to the Democrats or liberal thinking groups."
US:29910978,closer to my family values
US:4575809,Important to keep the family in the minds of. government. Important to keep ou babies from being aborted. Important to keep out of wars. Important that the government does not send money it doe not have. Keep religious freedom.
US:154608789,"Democrats haven't gone off the deep end like the republican party has. The GOP has gone so far right since the Reagan era that it is unrecognizable today. It was bad enough, but became totally extremist under tRump"
US:29075944,"I agree and disagree with both parties about evenly, and I think both parties are equally corrupt."
US:1485026,They seem to have the same views as I.
US:2465772,Democrats are evil liberals that have no morals.
US:27584691,"I do not agree with the current Republican platforms or individuals running the different committees in the senate and congress that are Trump's ""lap dogs."""
US:181600783,"More conservative, every issue I can think of aligns better with rebublicans"
US:2263109,For all the reasons stated above. Republicans stand for the people. Want to close the borders and deport all the illegals and criminals Biden let in. Drill our own oil. Keep jobs in America and boys out of girls sports and bathrooms!
US:134706547,Because politics is very binary in the US. I am liberal so it is the logical choice
US:25458620,I consider myself a Democrat because I prioritize human rights issues over the eocnomy.
US:3955022,Because both parties blame each other and nothing gets done
US:169952135,"I don't like what the republicans stand for on their basis of abortion, gun rights, and the socio economic standings that the congress incident i've set forth within the last ten years."
US:1341357,not sure
US:3385181,I am conservative in my personal life so many of my values as a Christian resemble those of the Republicans. I believe in the Bible scriptures by which way should live our lives and the far left Democrats have gone far beyond in the wrong direction as to what I believe the Bible teaches.
US:192411359,"Becuase of the values that i hold, which seem to be more consistent with the Democract party. Further, nothing I have heard from the Republican party seems to be attractive to me nor does it align wiht my values. I do not know that much about other parties, like Progressives or Libertarians, etc."
US:25969114,I am very passionate about human rights
US:138631459,I am conservative and believe in God.
US:32533879,I agree with the Democrats on almost every political issue.
US:4171678,High majority of politicians are narcissistic and sociopathic
US:189279421,I think democrats respect the minority
US:42794516,"The Republic party has lost any sense of morality. The Democrats have their problems but there is no way that I would vote for the Republican party now that they have embraced white supremacy, racism, segregation, internment camps, the overthrow of the government in a coup attempt, threatening LGBTQ, disappearing people, deporting legal residents without due process, locking up people with disabilities, taking away women's rights, threatening women's health, embracing a dictatorship, and villifying science and federal workers."
US:768947,Dems always fuck things up
US:1254763,na
US:31627267,"They typically share my beliefs, however, I have not felt they have earned my vote well enough in the last decade and switched to independent"
US:150670265,They are not concerned with actually doing anything to help unless it benefits them
US:206532327,Delectus omnis moll
US:185028079,I think of myself as a republican because I agree with the fiscal and social policies of that party far more than I do the policies of democrats.
US:36726064,"I have morals, character and a positive love for the United States. Demorcrats do not!!!"
US:204816343,It's a good value.
US:115246057,My own views of the party
US:157721637,I dont know
US:46347610,The Democrats & Republicans represent the oligarchs-not the 99%
US:232027,For the people h
US:124190425,I like Trump and he is a republican so I must be too.
US:1558918,I hold two traditional and conservative Christian values. Live a morally upstanding life with integrity and honesty
US:37601036,democrats are about unity and helping others
US:2165515,I'm Beginning to change
US:39402162,"I choose the values of the party. Strong border , one language and sovereignty"
US:3369656,"Because, for the most part, the Democratic Party holds the nation's Democracy and Constitution closer to their hearts than the present incarnation of the Republican Party."
US:29003494,more freedom
US:187086291,Not sure
US:1999302,"I believe that all people are equal and everyone have the right to better themselves through education and training. I believe in a woman’s right to control her health. I don’t believe that gov’t has the right to dictate how we are to believe both politically and spiritually,"
US:28822265,The Republican party seems to be the voice of reason between the two parties at this point. I question the Democrats standing up for someone like Kilmer Abrego Garcia. Big mistake on their part to put so much time and effort into this man when their constituents have real problems.
US:703898,More supportive of rule of law
US:682912,"I am for small, limited government"
US:183793159,The Republican party is destroying constitutional democracy in the US.
US:175501855,For the PEOPLE
US:29881831,because it follows my own principles
US:184067819,Wanting a Small Federal Government
US:31237813,I want to protect our rights
US:192021355,I believe in what Democrats stand for. All of it.
US:189409729,I believe in smaller government.
US:180744341,"The party is for the working class and lower income, that's me"
US:264246,I try to look at what wach party has done for people like me. I find that the Republican party does not serve my interests fully. I have voted for Republicans in the past and may in the future but primarily vote the Democratic ticket.
US:24328153,Because they better reflect the american values I fought for.
US:1931833,They look out for people like me. Low income and black
US:178161507,They try to lean on the Bible.
US:43164271,I care about other people
US:45115466,"I believe that we are expected to have a strong work ethic, and we can earn whatever life we want with hard work. I don't think this approach is in line with the Democrat party."
US:33635296,The person's i have voted for impressed me more than Democrats. Either way the people who do the dirty jobs and get paid so little have a hard time making ends meet.
US:41908088,I feel that the Democratic party is one for the people - unlike the Republicans that just want to make more money for the rich
US:134000315,"Will not vote republican again until they stand up for the US Constitution, Rule of Law, and against traitors. Do what is right for future generations."
US:2280343,I agree with and disgree with policies in both parties. I am anti-abortion AND anti-gun.
US:188424457,It’s how I was raised. I don’t like liberals.
US:106543723,Realized both work for their donors & not the majority of the people with a common agenda & very little difference between them.
US:193629341,I believe before we change something we should look to see what problems the change might cause and seek to minimize them.
US:190634637,"Because I believe in civil rights, women's rights, and LGBTQIA+ rights. I believe in helping those less fortunate than others. I believe that billionaires should pay their share. Corporations and the wealthy have too much power."
US:26284748,it's how i'm registered to vote
US:129537671,Because the Democrats are trying to destroy this country from within
US:142486505,Because of the party's traditional commitment to working people and its ongoing commitment to diversity.
US:837056,"Smaller government, less government intervention in everyday life. Neither side seems inclined to follow this path."
US:3214547,My values line up with being conservative
US:101112849,"MAGA has ruined everything, and the democrats are too nice. We need a third party."
US:4576585,I align with their beliefs.
US:159727159,Align with the idea of government helping people
US:27277690,what?
US:41284403,"I care about human rights, the environment, animal welfare, workers rights, education, strict gun laws, and non polluting energy sources. Republicans are attacking all of these."
US:30190846,I lean towards their vies
US:39581067,Do not remember
US:40459711,Core values that stand for a democrat
US:154924295,Because I agree with the general philosophy of the Democratic party.
US:126537219,I WAS A PART OF A UNION AND THEY SEEMED MORE FOR REPUBLICANS
US:28445093,"My views on many social issues such as abortion care, health care, minimum wage, building back the Middle Class, and non discrimination policies are more aligned with the Democrats. Plus since the era of Trump and MAGA the Republicans have abandoned all their previous positions on things like a fiscal responsibility, foreign policy (especially in regards to Russia and Ukraine), the validity of science and the rule of law in order to acquiesce to the Orange Jesus in the White House. I feel that the Republicans can no longer be taken seriously and they can no longer be trusted to make any decisions regarding our country. They espouse a pro natalist position but are proposing to slash headstart and Medicare funding and they refuse to do anything to lower the cost of child care and college, and do not support paid family leave for new parents. Their proposed $5000 baby bonus is not serious and would maybe cover 4 months of infant day care where I live (especially since the recently increase minimum wage is only $12.41/hr; almost 55% of a person's wages need to go to childcare costs). I have voted for Republicans in the past (including President, Governor, Congress and other local VA races) but unless the Republicans make some drastic changes and escape the cult they are in I would say it is not very likely that I'd ever vote Republican again."
US:145923247,Because I am very liberal person and they are the more liberal party
US:183813775,"I believe in equality, equal rights, fairness, tax the wealthy"
US:364889,"I was a card-carrying republican, but became estranged during the Religious Right takeover. Now that MAGA has taken over, I have no use for the republicans and think they have lost their way and are between a cult and the mafia."
US:4679109,Strong and confident
US:182482923,"The other side is completely lawless,lazy and entitled. Always supporting criminals, rioters.pediphiles and every other undesirable individual in this country"
US:46363594,"Becasue in almost all important respects they are the Uniparty. Both abjectly serve the parasitic financiers and the wehrmacht, both lust for total global hegemony, both seek profound censorship and Big Brother surveillance, neither gives a rat's ass about working people or children, both seek unlimited Presidential power including abuse of the pardon power and freedom from prosecution or responsibility, both are drill-drill-drill despite some performative differences by the Dems, both run horrific deficits to increase profits for financiers and the MIC, etc."
US:143342913,Realized Republicans are cold inhuman and evil.
US:133260055,I take a stricter interpretation of the Constitution and believe in more limited government.
US:25459987,I think government should be run by the people and there should be less government intrusion in the lives of the american citizens.
US:40508950,I think people/government should help people. Republicans pander to the rich while the poor get poorer. Washington needs to tax the billionaires.
US:31654889,"Of the two, it's the party that focuses it's efforts around making life better for people generally, not trying to make life worse for certain people."
US:44942032,The Democratic party policies align more closely with my views.
US:4536199,Why be a MAGA idiot
US:155549479,It's the party that most closely aligns with my values and principles. It is the best fit for me and my interest.
US:3256075,"Believe in holding people accountable and not having ""give away my money""programs."
US:138133999,The things that are important to me have been shown time and again to not be important to either party.
US:155596553,"Because I hate Ronald Reagan and Donald Trump. They're both fascists, as is everyone who voted for Trump and supports him still. I don't actually think of myself as a Democrat but as more of a far-left-leaning liberal."
US:673837,"I am a registered Republican because I live in a ""Red"" state. If I want to have a say in elections I need to be able to vote on the republican ticket in the primaries."
US:46348797,The two party system is bs. They only care about their donors and lobbyist.
US:134747635,They are bought and sold just like everyone else but they don't actively try to destroy lives as often as Republicans.
