person_id,when_decided_pid
US:125175483,When my husband explained the differences between D and R
US:188547401,Don't know.
US:46330291,2006
US:136719071,"UNDER CLINTON REENFORED BY OBAMA HE WAS WAY TOO REPUBLICAN FOR ME. THEN CEMENTED WHEN THE DNC TWICE SCREWED BERNIE ONLY TO LOSE TO TRUMP,AND ALSO FOR NEVER DOING ANYTHING WHEN THEY HAVE POWER"
US:45050898,In 2022 when I realized how the mainstream media was telling so many lies and not being journalists.
US:160437981,Not sure but for a long time
US:173964845,Childhood
US:25518156,College
US:44365845,Decades ago.
US:41309602,2007
US:198723641,the past few years
US:116822247,I don't recall.
US:137757983,After Reagan.
US:1707423,When I voted for the first time at 18.
US:40794809,One of the first elections I could vote in was Clinton vs Bush.
US:195157265,50+ years ago.
US:34016536,I decided it when I realized that one side was crazy and the other one had no backbone.
US:35562769,1988
US:1068825,The election of George W Bush
US:125473217,I AM CLOSER TO THE REP PARTY
US:1729537,When Trump got nominated as president in 2020.
US:25173782,When I was 18 and able to vote. I paid attention then to the candidates and it was easy for me to choose democrat.
US:38488441,2024
US:27053049,Only recently
US:205358081,When I moved to the US
US:1285210,When I was in high school.
US:39488609,1975
US:108528823,early in life.
US:25034883,"Before I turned 18, after watching gore/bush and obama"
US:23915049,20 yrs ago
US:172504631,"About six years ago when I realized I think people deserve to keep what they earn, that every person should pay the same percent of taxes, but that I also think cannabis should be completely legal and so should abortion… But immigration law shouldn't change but should be enforced better."
US:4371070,Before I was eighteen years of age.
US:3438212,A few years back when I saw the mess the corrupt Democrats were doing
US:29893273,I became republican in 2020
US:787024,18 years old
US:27600978,1980 I voted for President Reagan
US:100795533,After the last 2 elections I realized both sides are equally as hypocritical as each other.
US:43379785,1990's
US:197655899,Not sure
US:23953429,When I became aware of the abortion issue as a teenager...freedom of reproductive choice
US:197440019,Ever since I understood the difference. Age 12.
US:175638237,A long time ago
US:1566827,45 years ago
US:808516,Before I was old enough to vote
US:29006077,18
US:26742015,When I saw what Bush jr was doing to this country and when I heard what Senator John Kerry stood for. President Obama and Bernie Sanders have also inspired me.
US:123172327,Probably before I was old enough to vote. Certainly before I got out of college.
US:148031,AGE25
US:132303733,As an adult
US:106348563,Nhuijvg
US:2108675,In the 1980s
US:43322716,After Clinton took office
US:41063984,When I was about 14. 20 years ago.
US:204317767,After highschool
US:32465768,When the dems went bat shit crazy years ago
US:164871363,When I turned 18 as thr government started acting up towards the less fortunate.
US:1729282,before i turned 18
US:25745028,Age 6
US:206129665,As soon as I was eligible to vote
US:35090988,I was raised right
US:145207859,When I was around 18 years old
US:376532,Not sure.
US:4565247,when I started voting
