person_id,when_think_pid
US:191456311,Age 18
US:41236323,1985
US:34805505,The 1984 election switched me from Republican to Democrat I voted for Walter Mondale and Fiero
US:2623142,A long time ago.
US:40693044,1976. I was born again and my whole outlook changed!
US:2468946,"Years ago, probably when Obama first started betraying his campaign promises."
US:3282672,NONE
US:180579459,When Joe Biden was elected and bring in the recruitment field and people not showing up for interviews that thet only scheduled because they had to.
US:28911001,a 16
US:174075657,forever
US:3440514,When I was 10 years old
US:197237303,Years ago when I first started voting
US:42884826,"All my life since I’ve been able to vote, I’ve always consider myself to be a Democrat because we are four people who are down out and struggling"
US:424667,"I used to be a Republican, but the Republicans in congress have done no better than the Democrat party. They have cared more about keeping their positions than doing what they were elected to do."
US:2470378,In junior high school
US:2209282,When Hilary ran for President.
US:2179860,age 16
US:2629389,40 years ago
US:35745557,About15 years ago
US:26421389,When the Democratic Party went so far left and lost touch with the American People and gave most funds to non citizens
US:3121841,when I was little
US:185476387,Money
US:188257117,When I turned 18 and began to care about it.
US:4549119,I can't think of anytime in particular.
US:144050439,"I'm not sure when I came to that conclusion. I was sure I wanted the choice when I became pregnant in 1987, my Senior year of highschool. My son is 38 and I my have 2 wonderful granddaughters because of my choice."
US:41764227,33 years ago. I grew up under Republicans.
US:128626769,When I realized that Ronald Reagan was the best president
US:104625177,Ever since I could first vote a few years ago.
US:41670181,halfway through President Trump's first term
US:144538451,When I had children I wanted to guide and protect & to raise them to be productive humans who show empathy to others
US:40090682,ive never cared
US:2747606,when I was 18 years old and started voting
US:2724953,1965
US:104444073,In high school.
US:182734969,20 yrs.
US:2159379,9-11-2001
US:41855222,All my life.
US:196954061,Around 2026
US:4745573,rise of trump - i am and was a registered republican
US:115437009,years ago
US:2801227,Ever since I was a kid. I learned quickly that the Democrats do nothing but give away hard working people's money to undeserving scum. They also promote perverted behavior and the destruction of the basic normal family.
US:27812555,When I was around 18 years old. I was able to relate to former President Bill Clinton.
US:158427667,When I was 12
US:102359727,Elementary school- 1970 or so.
US:39849009,"My parents were Democrats, plus it wasn't hard to see how Ronnie Reagan was wrecking the middle class. Mid 90s, I switched to be Independent because I didn't like the neo-liberalism of the Democrats, but switched back to caucus for Bernie Sanders."
US:3421960,When Trump was elected
US:38366403,2016
US:3236041,Many years ago I was registered for Rebublicans.
US:192218125,18 years old
US:1257729,15 ywars ago
US:4539674,1979
US:37560831,Since the beginning of my interest in the way the government does it's job
US:792432,4 years ago
US:35981790,About 8 years ago
US:2684126,1998
US:191235587,1976
US:4159363,"Back in the 80s, when Reagan was president."
US:30082754,1987
US:39988852,At my first voting experience in 1969.
US:304189,"After I voted for Clinton and was so sorry I did, once i realized what he was really like and what he stood for"
US:43346587,While growing up in the inner city
US:493870,I think during the Bush years
US:2822031,Probably around 2012 election.
US:180730107,When I was a freshman in college.
US:172843311,When I started gaining empathy and thinking outside my own point of view
US:42929498,As a teenager.
US:42673138,i dont like politics
US:28204978,Not sure probably college or high-school age
US:2741445,ILLEGAL Aliens
US:188019525,About 5 years ago
US:1705942,2017
US:185143961,for a long time
US:385952,Growing up in a Republican household.
US:2380882,as a child
US:42675217,When the Democrats screwed us over
US:31295121,"about 10, 15 years ago. too many ideas were being forced on us. too many extremes from one side. pretty much as is happening to us now."
US:40703,"My first election. I turned 18 in 1999 and I was pretty Jesus-y, much to my liberal parents' confusion, but I voted for Bill Bradley in the primary. I went to see him speak on my college campus. In 2000 I might have voted for McCain over Gore, but Bush was a hard no--I thought he was an idiot nepo baby with terrible half-baked policy plans. I didn't agree with some of McCain's policies, either, but I believed he was a man of character. Clinton was such a shameful embarrssment. Gore is a man of character, as well, but he just didn't have the charisma or retail politicking skills. But I voted for him and after the debaucle of that election and what came during the Bush adminstration, I never wavered from identifying as a Democrat."
US:107508261,12
US:909019,1964
US:1452153,When I was a young adult
US:28152378,when i was 17 i didn't think i wasold enough
US:188739437,3 years ago
US:2032349,When I voted the first time and it was for Reagan.
US:206502013,I don't know specific time frame. Probably20 years ago
US:197168307,as a 7th grader
US:42324692,National Political parties mostly care about enriching the leaders and donors and retaining power to continue the same.
US:26426205,I just don’t think on either side they truly care about the American people. It’s all about money and power for both sides. Plus if more came from working class and did t forget where they came from…there might be better decisions.
US:156955369,"Sometime after the 2016 election. I always voted democrat prior but their behavior following their loss had become unhinged, condescending, irrational..."
US:140101305,As a teenager. My family were Democrats and I understood the differences by then. I knew that they represented my interests way more than another party.
US:2513055,When I first registered to vote
US:3483448,10 years ago
US:155360081,2008 I was 8
US:186261925,"Growing up, my family was democratic. I’ve become financially conservative in my old age, but I still believe in the social safety net and that the wealthy should pay their fair of taxes."
US:2740024,18 years old
US:41001968,2020
US:34547265,I don't follow politics. What the little people wants always gets pushed to the end of the line.
